value,valueLabel,valueDescription,ct,valueAltLabel,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q849967,Celtic Britons,an ancient Celtic people who lived in Great Britain from the Iron Age through the Roman and Sub-Roman periods,11,"Ancient Britons, Brythons",http://www.wikidata.org/entity/Q326585,Vortigern
http://www.wikidata.org/entity/Q31230,Chechens,Caucasian ethnic group,11,"Chechen people, Nokhchiy, Vainakhs",http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q32768,Anglo-Saxons,people who inhabited Great Britain from the 5th century,11,"Anglo Saxon people, Anglo Saxons, Anglo-Saxon people",http://www.wikidata.org/entity/Q130005,Edward the Confessor
http://www.wikidata.org/entity/Q49540,Latvian people,ethnic group,11,,http://www.wikidata.org/entity/Q279164,Boris Pugo
http://www.wikidata.org/entity/Q1129737,Lezgian people,ethnic group in Dagestan (Russia) and Azerbaijan,10,Lezgians,http://www.wikidata.org/entity/Q227,Azerbaijan
http://www.wikidata.org/entity/Q1193808,Norwegian American,ethnic group,10,,http://www.wikidata.org/entity/Q49216,Walter Mondale
http://www.wikidata.org/entity/Q165235,Bosnians,"People who reside in, or come from, Bosnia.",10,"Bosanci, Bosnian-Herzegovians",http://www.wikidata.org/entity/Q183848,Alija Izetbegović
http://www.wikidata.org/entity/Q1740683,Khoshut,One of the Oirat Mongol tribes,10,,http://www.wikidata.org/entity/Q167813,Zaya Pandita
http://www.wikidata.org/entity/Q1795387,West Frisians,ethnic group in the Netherlands,10,,http://www.wikidata.org/entity/Q13136882,Liuwe H. Westra
http://www.wikidata.org/entity/Q191356,Icelanders,ethnic group,10,,http://www.wikidata.org/entity/Q42455,Björk
http://www.wikidata.org/entity/Q1945786,Chinese Indonesians,,10,,http://www.wikidata.org/entity/Q149730,Njoo Cheong Seng
http://www.wikidata.org/entity/Q377085,Assyrian people,christian religious group in modern syria,10,,http://www.wikidata.org/entity/Q442178,Kennedy Bakircioglu
http://www.wikidata.org/entity/Q497568,Innu people,First Nation in North America,10,Innus,http://www.wikidata.org/entity/Q3282131,Maliotenam
http://www.wikidata.org/entity/Q518188,Czech American,ethnic group,10,,http://www.wikidata.org/entity/Q69319,John Kasich
http://www.wikidata.org/entity/Q577055,Sahrawi people,people living in the western Sahara desert,10,,http://www.wikidata.org/entity/Q115979,Aminatou Haidar
http://www.wikidata.org/entity/Q702193,German-Russians,ethnic group,10,,http://www.wikidata.org/entity/Q236549,Helene Fischer
http://www.wikidata.org/entity/Q756608,Tangut people,people,10,,http://www.wikidata.org/entity/Q7438,Emperor Jingzong of Western Xia
http://www.wikidata.org/entity/Q12567,Vikings,"Norse explorers, warriors, merchants, and pirates",10,,http://www.wikidata.org/entity/Q2416063,Ragnall ua Ímair
http://www.wikidata.org/entity/Q19109,Montenegrins,ethnic group,10,,http://www.wikidata.org/entity/Q362081,Petar II Petrović-Njegoš
http://www.wikidata.org/entity/Q21,England,"country in north-west Europe, part of the United Kingdom",9,"ENG, Blighty, Engl",http://www.wikidata.org/entity/Q4767120,Anna Jones
http://www.wikidata.org/entity/Q1058496,Dutch American,ethnic group,9,,http://www.wikidata.org/entity/Q36949,Robert De Niro
http://www.wikidata.org/entity/Q1065371,Italian Brazilians,Brazilian citizens of Italian descent,9,"Italian Brazilian, Italo-brasileiro, Ítalo-brasileiro",http://www.wikidata.org/entity/Q1797505,Victor Brecheret
http://www.wikidata.org/entity/Q1283606,Native Hawaiians,ethnic group,9,,http://www.wikidata.org/entity/Q214910,Kamehameha I
http://www.wikidata.org/entity/Q1287940,Assamese people,ethnic group,9,,http://www.wikidata.org/entity/Q317778,Fakhruddin Ali Ahmed
http://www.wikidata.org/entity/Q146521,Sorbs,ethnic group in Europe,9,"Lusatians, Wends",http://www.wikidata.org/entity/Q65559,Jan Arnošt Smoler
http://www.wikidata.org/entity/Q216151,Vietnamese people,ethnic group,9,Kinh people,http://www.wikidata.org/entity/Q424,Cambodia
http://www.wikidata.org/entity/Q235155,white person,race,9,Caucasian,http://www.wikidata.org/entity/Q269890,Don Rickles
http://www.wikidata.org/entity/Q3015339,Danish American,ethnic group,9,,http://www.wikidata.org/entity/Q34436,Scarlett Johansson
http://www.wikidata.org/entity/Q318674,Oromo people,"An African ethnic group, largest in Ethiopia",9,"Oromo, Galla, Oromoo",http://www.wikidata.org/entity/Q115,Ethiopia
http://www.wikidata.org/entity/Q415693,Akan people,ethnic group,9,,http://www.wikidata.org/entity/Q274041,Nanny of the Maroons
http://www.wikidata.org/entity/Q472834,Thai people,ethnic group,9,,http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q486316,Yakuts,,9,,http://www.wikidata.org/entity/Q2390534,Mikhail Nikolayev
http://www.wikidata.org/entity/Q494462,Oghuz Turks,,9,,http://www.wikidata.org/entity/Q374468,Uzun Hassan
http://www.wikidata.org/entity/Q663389,Sudeten Germans,ethnic Germans living in the Lands of the Bohemian Crown,9,German Bohemians,http://www.wikidata.org/entity/Q102660,Ruth-Maria Kubitschek
http://www.wikidata.org/entity/Q996189,demographics of India,,9,,http://www.wikidata.org/entity/Q4002994,Ujjwala Raut
http://www.wikidata.org/entity/Q15763,Circassians,North Caucasian ethnic group,9,,http://www.wikidata.org/entity/Q12839,Cem Özdemir
http://www.wikidata.org/entity/Q1071516,Kshetri,Kshatriya caste of patrilineal Khas-Aryan descent,8,"Chhetri, Khas Kshatriyas, Pahadi Kshatriyas, Kschetriya, Kshetry",http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q1196649,Kashmiri people,ethnic group,8,,http://www.wikidata.org/entity/Q156501,Saadat Hasan Manto
http://www.wikidata.org/entity/Q12060728,Aboriginal Australians,legal term used by the English and Australian administrations to refer to Indigenous Australians,8,"Aborigines, Aborigine, Aboriginals",http://www.wikidata.org/entity/Q1225061,Gordon Bennett
http://www.wikidata.org/entity/Q1265028,Marathi people,ethnic group,8,,http://www.wikidata.org/entity/Q239505,Shivaji
http://www.wikidata.org/entity/Q142425,Indigenous peoples of Oceania,,8,,http://www.wikidata.org/entity/Q21233695,Moana Waialiki
http://www.wikidata.org/entity/Q144964,Thracians,Indo-European people,8,,http://www.wikidata.org/entity/Q1061782,Rhesus of Thrace
http://www.wikidata.org/entity/Q262457,Métis people,Canadians of mixed First Nations and European heritage,8,"Métis, Métis people",http://www.wikidata.org/entity/Q313691,Louis Riel
http://www.wikidata.org/entity/Q2886395,Basque American,,8,,http://www.wikidata.org/entity/Q272633,Paz de la Huerta
http://www.wikidata.org/entity/Q6127476,African Jamaican,racial or ethnic group in Jamaica with African ancestry,8,"Afro-Jamaican, Afro-Jamaicans, African-Jamaican, Black Jamaican, African Jamaicans",http://www.wikidata.org/entity/Q87237,D-Flame
http://www.wikidata.org/entity/Q6630667,Vanyar,Elvish race from J. R. R. Tolkien's legendarium,8,,http://www.wikidata.org/entity/Q217190,Fingolfin
http://www.wikidata.org/entity/Q777586,Banu Aus,,8,,http://www.wikidata.org/entity/Q335104,Abu Lubaba ibn Abd al-Mundhir
http://www.wikidata.org/entity/Q103122,Ostrogoths,,7,,http://www.wikidata.org/entity/Q105105,Theoderic the Great
http://www.wikidata.org/entity/Q1060991,Chamorro people,ethnic group,7,,http://www.wikidata.org/entity/Q2465962,Sonny Sandoval
http://www.wikidata.org/entity/Q1064662,Serbs of Bosnia and Herzegovina,ethnic group,7,,http://www.wikidata.org/entity/Q80492,Gavrilo Princip
http://www.wikidata.org/entity/Q116971,Mohawk people,Indigenous tribe from North America,7,Kanien’kehá:ka,http://www.wikidata.org/entity/Q4750865,Anahareo
http://www.wikidata.org/entity/Q1258074,Sindhi people,ethnic group,7,,http://www.wikidata.org/entity/Q843,Pakistan
http://www.wikidata.org/entity/Q12877039,Greek Cypriots,,7,Greek-Cypriots,http://www.wikidata.org/entity/Q1598789,Kyriakos Mavronikolas
http://www.wikidata.org/entity/Q140420,Rusyns,ethnic group that speaks an Eastern Slavic language,7,"Carpatho-Russians, Carpatho-Rusyns, Rusnaks, Ruthenes",http://www.wikidata.org/entity/Q789770,Michail Balugjanski
http://www.wikidata.org/entity/Q1464994,Latino,ethnic group,7,,http://www.wikidata.org/entity/Q18645826,Yolanda Retter
http://www.wikidata.org/entity/Q16821017,Afro-Barbadian,,7,,http://www.wikidata.org/entity/Q239657,Shirley Chisholm
http://www.wikidata.org/entity/Q173371,Bantu people,family of ethnic groups in Africa,7,"Bantu, Bantu peoples",http://www.wikidata.org/entity/Q924,Tanzania
http://www.wikidata.org/entity/Q190209,Kalmyk people,ethnic group,7,,http://www.wikidata.org/entity/Q280722,Ilya Ulyanov
http://www.wikidata.org/entity/Q200885,Yazidis,Distinct ethno-religious group,7,Yezidis,http://www.wikidata.org/entity/Q399,Armenia
http://www.wikidata.org/entity/Q2033181,White Latin American,,7,,http://www.wikidata.org/entity/Q124057,Dolores del Río
http://www.wikidata.org/entity/Q2330821,Torghut,,7,,http://www.wikidata.org/entity/Q362375,Ubashi Khan
http://www.wikidata.org/entity/Q253410,Chuvash people,ethnic group,7,,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q2879337,Bahrani people,,7,,http://www.wikidata.org/entity/Q12591,Nebuchadnezzar II
http://www.wikidata.org/entity/Q2997706,Litvin,,7,,http://www.wikidata.org/entity/Q79822,Adam Mickiewicz
http://www.wikidata.org/entity/Q333049,Lakota people,indigenous people of the Great Plains,7,"Teton, Lakota, Teton Sioux, Titunwan",http://www.wikidata.org/entity/Q267752,Spotted Tail
http://www.wikidata.org/entity/Q4690200,Afro-Trinidadian and Tobagonian,,7,"African Trinidadian and Tobagonian, African-Trinidadian and Tobagonian, Afro Trinidadian and Tobagonian",http://www.wikidata.org/entity/Q286767,k-os
http://www.wikidata.org/entity/Q4824348,Australian Jews,,7,,http://www.wikidata.org/entity/Q5723807,Henry Ninio
http://www.wikidata.org/entity/Q484472,Turkmen people,ethnic group,7,,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q503963,Bamar,ethnic group,7,,http://www.wikidata.org/entity/Q836,Myanmar
http://www.wikidata.org/entity/Q541508,Anglo-Normans,medieval ruling class in England,7,,http://www.wikidata.org/entity/Q330580,Falkes de Breauté
http://www.wikidata.org/entity/Q6497384,Vulcan,fictional extraterrestrial species in Star Trek,7,,http://www.wikidata.org/entity/Q16341,Spock
http://www.wikidata.org/entity/Q727928,Asian American,ethnic group,7,,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q740417,Shan people,ethnic group,7,Shan,http://www.wikidata.org/entity/Q836,Myanmar
http://www.wikidata.org/entity/Q7409937,Samoan American,,7,,http://www.wikidata.org/entity/Q10738,Dwayne Johnson
http://www.wikidata.org/entity/Q799929,Gisu people,ethnic group,7,"Masaba, Bagisu people, Bamasaba people of Elgon, Gishu, Sokwia",http://www.wikidata.org/entity/Q1036,Uganda
http://www.wikidata.org/entity/Q948126,Hungarian American,ethnic group,7,,http://www.wikidata.org/entity/Q19201,Mike Shinoda
http://www.wikidata.org/entity/Q43482,Franks,people,7,,http://www.wikidata.org/entity/Q386624,Mummolus
http://www.wikidata.org/entity/Q54259,Klingon,fictional species in Star Trek,7,,http://www.wikidata.org/entity/Q22992,Chang
http://www.wikidata.org/entity/Q101935,Huguenot,"ethnoreligious group, French Calvinists",6,,http://www.wikidata.org/entity/Q155013,Heinrich Louis d'Arrest
http://www.wikidata.org/entity/Q106416,Frisians,ethnic group,6,Frisian people,http://www.wikidata.org/entity/Q20596,Georg Quedens
http://www.wikidata.org/entity/Q117133,Comanche,"Plains Indian tribe whose historic territory consisted of eastern New Mexico, southeastern Colorado, southwestern Kansas, western Oklahoma, and northwest Texas",6,"Comanches, Kwahadi, Penateka, Yamparika",http://www.wikidata.org/entity/Q705939,Ten Bears
http://www.wikidata.org/entity/Q1201737,German Australian,ethnic group,6,,http://www.wikidata.org/entity/Q106178,Richard Schomburgk
http://www.wikidata.org/entity/Q1208167,Ryukyuan people,ethnic group,6,,http://www.wikidata.org/entity/Q269526,Beni
http://www.wikidata.org/entity/Q1269374,Wuhuan,people,6,,http://www.wikidata.org/entity/Q846764,Qiuliju
http://www.wikidata.org/entity/Q142702,Malays,ethnic group,6,"Malay people, ethnic Malays",http://www.wikidata.org/entity/Q336445,Lat
http://www.wikidata.org/entity/Q18420435,Syriac people,,6,,http://www.wikidata.org/entity/Q177847,Lucian
http://www.wikidata.org/entity/Q202575,Fula people,A large ethnic group in Sahel and West Africa,6,"Fula, Fulani, Fallata, Fulani people, Fulbe, Hilani, Peul",http://www.wikidata.org/entity/Q1033,Nigeria
http://www.wikidata.org/entity/Q211018,Kumyks,ethnic group,6,,http://www.wikidata.org/entity/Q4213071,Rashid Khan Gaplanov
http://www.wikidata.org/entity/Q2309935,Persian Jews,,6,,http://www.wikidata.org/entity/Q2061829,Isaac Larian
http://www.wikidata.org/entity/Q245807,Turkish Cypriots,ethnic group,6,,http://www.wikidata.org/entity/Q367997,Kâmil Pasha
http://www.wikidata.org/entity/Q2986879,British African-Caribbean people,,6,,http://www.wikidata.org/entity/Q5134636,Clive Myrie
http://www.wikidata.org/entity/Q2995285,White Brazilian,ethnic group,6,,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q2997267,Colombians,ethnic group,6,Colombian people,http://www.wikidata.org/entity/Q21203,Aruba
http://www.wikidata.org/entity/Q340581,Acholi people,ethnic group,6,,http://www.wikidata.org/entity/Q1036,Uganda
http://www.wikidata.org/entity/Q3565504,Kigezi District,,6,,http://www.wikidata.org/entity/Q4821505,Augustus Nuwagaba
http://www.wikidata.org/entity/Q381151,Walloons,"French-speaking people who live in Belgium, principally in Wallonia",6,Wallons,http://www.wikidata.org/entity/Q40057,Jessica Capshaw
http://www.wikidata.org/entity/Q392316,First Nations,term used for Indigenous peoples in Canada who are neither Inuit nor Métis,6,"Indians, Natives",http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q418708,Telugu people,ethnic group,6,,http://www.wikidata.org/entity/Q55173,Padmasree Warrior
http://www.wikidata.org/entity/Q487796,Moldovans,ethnic group,6,,http://www.wikidata.org/entity/Q212,Ukraine
http://www.wikidata.org/entity/Q495751,Mi'kmaq,ethnic group,6,"Micmacs, Mi'kmaq people",http://www.wikidata.org/entity/Q5594470,Sante' Mawi'omi
http://www.wikidata.org/entity/Q579014,Rutuli,,6,,http://www.wikidata.org/entity/Q633549,Turnus
http://www.wikidata.org/entity/Q582779,Sikh,ethnic group,6,,http://www.wikidata.org/entity/Q5102344,Chitrangada Singh
http://www.wikidata.org/entity/Q679524,Pontic Greeks,ethnic group,6,Pontian Greeks,http://www.wikidata.org/entity/Q45936,Strabo
http://www.wikidata.org/entity/Q686949,Cajun,ethnic group mainly living in the U.S. state of Louisiana,6,"Acadian-Creoles, les Acadiens, les Cadiens",http://www.wikidata.org/entity/Q2038636,Marc Broussard
http://www.wikidata.org/entity/Q701676,Atayal people,ethnic group,6,,http://www.wikidata.org/entity/Q8275626,Ma La Ku Mai
http://www.wikidata.org/entity/Q706500,Puyuma people,ethnic group,6,,http://www.wikidata.org/entity/Q29788410,Q29788410
http://www.wikidata.org/entity/Q726673,Swedish-speaking population of Finland,ethnic group,6,,http://www.wikidata.org/entity/Q34253,Linus Torvalds
http://www.wikidata.org/entity/Q7541523,Slovak American,ethnic group,6,,http://www.wikidata.org/entity/Q158486,Eugene Cernan
http://www.wikidata.org/entity/Q82048,Lenape,ethnic group,6,"Delaware, Delaware people, Delaware tribe, Deleware, Leni Lenape",http://www.wikidata.org/entity/Q5196283,Custaloga
http://www.wikidata.org/entity/Q836076,Lipka Tatars,ethnic group,6,,http://www.wikidata.org/entity/Q652510,Belarusian Arabic alphabet
http://www.wikidata.org/entity/Q852205,Monguor people,ethnic group,6,,http://www.wikidata.org/entity/Q17293,Tenzin Gyatso
